ID,X1,X2,X3,X4,X5,X6,X7,X8,X9,X10,X11,X12,X13,X14,X15,X16,X17,X18,X19,X20,X21,X22,X23,X24,X25,X26,X27,X28,X29,X30,X31,X32,X33,X34,X35,X36,X37,X38,X39,X40,X41,X42,X43,X44,X45,X46,X47,X48,X49,X50,X51,X52,X53,X54,X55,X56,X57,X58,X59,X60,X61,X62,X63,X64,X65,X66,X67,X68,X69,X70,X71,X72,X73,X74,X75,X76,X77,X78,X79,X80,X81,X82,S
39,0.04,0.36,0.25,1.77,0.04,0.04,1.8,0.96,0.64,0.05,0.14,0.1,0.05,0.27,2.8,0.12,0.05,0.04,0.04,0.61,0.25,-43.29,0.57,5.68,0.29,0.07,2.9,2.61,0.96,0.97,14.29,0.68,1.0,0.92,0.04,0.64,1.59,0.09,0.1,1.59,0.32,1.49,1.57,119606.0,0.06,0.06,17.11,4.47,3.0,2.23,0.22,0.62,0.88,0.06,0.06,0.16,1.62,0.18,20.8,0.1,1.36,0.0,0.03,0.03,0.05,937.55,13647.71,6434.04,14171.47,603.04,1396.41,0.87,0.89,1.12,1.33,1.46,10.5,1.0,1.41,1.24,-2.76,-0.61,3
40,0.02,0.25,0.06,1.7,0.08,0.02,3.08,0.4,0.76,0.02,0.3,0.26,0.05,0.43,4.07,0.09,0.06,0.02,0.04,0.67,0.39,9.93,0.07,6.07,0.47,0.03,4.64,1.56,0.05,0.4,0.73,0.92,0.14,0.67,0.05,0.77,1.44,0.1,0.25,0.57,0.08,0.88,1.07,66766.0,0.02,0.22,19.28,6.31,4.88,0.47,0.12,0.17,0.87,0.09,0.23,0.37,0.56,1.12,-2.95,0.66,4.38,0.0,0.01,0.0,0.0,200.81,6135.37,1498.95,7238.56,151.93,176.61,0.83,0.96,1.06,1.26,1.02,29.07,0.8,0.93,1.12,1.13,12.97,3
48,0.05,0.62,0.03,1.14,0.35,0.1,0.62,0.69,0.38,0.08,0.48,0.24,0.13,0.27,1.62,0.14,0.14,0.08,0.08,0.03,0.2,6.41,0.04,5.74,0.77,0.22,3.11,1.02,0.0,0.71,0.45,0.8,0.0,0.55,0.12,1.22,0.92,0.15,0.22,0.37,0.2,0.5,1.04,15665.97,0.14,1.09,15.28,9.37,3.41,0.9,-0.03,0.47,0.58,0.12,0.17,0.19,0.28,0.58,2.26,0.51,1.39,0.0,0.02,0.02,0.06,1331.48,5230.65,3330.18,6047.02,508.36,661.35,0.97,1.0,1.04,1.03,1.93,15.61,1.01,0.84,0.85,-1.04,-1.65,3
54,0.15,0.48,0.27,1.83,0.45,0.16,1.08,0.91,0.52,0.18,0.51,0.21,0.24,0.4,2.08,0.36,0.18,0.18,0.17,0.07,0.37,-12.41,0.65,5.57,0.45,0.34,2.29,1.53,1.57,0.91,1.96,0.68,1.72,0.23,0.19,0.54,0.96,0.2,0.22,1.23,0.32,1.27,1.65,99105.0,0.29,0.3,3.26,3.85,2.82,2.22,-0.02,3.34,0.57,0.05,0.05,0.09,0.29,0.14,0.84,0.08,0.26,0.0,0.01,0.01,0.0,1654.4,5223.14,4268.42,4896.99,859.28,2092.91,1.45,1.34,0.8,0.82,0.69,1.82,0.73,0.83,1.02,0.75,-0.44,3
57,-0.3,1.21,-0.28,0.74,-0.6,-0.27,-0.18,1.12,-0.21,-0.28,-0.26,-0.23,-0.2,-0.21,0.83,-0.24,-0.24,-0.29,-0.27,0.39,-0.24,-39.75,-1.26,5.44,1.01,1.35,1.37,1.21,0.0,1.17,5.33,-0.07,0.0,0.27,-0.26,-13.69,0.72,-0.27,-0.24,0.65,1.06,-0.96,-0.31,-76794.38,1.44,-0.67,50.39,2.34,1.06,5.09,-0.21,-0.94,0.04,0.32,0.29,0.27,2.27,0.31,34.35,0.41,-1.13,0.0,0.0,0.0,0.0,-543.88,-422.61,-423.87,-403.06,115.4,523.76,0.96,0.91,0.85,0.84,0.88,0.85,0.76,0.52,0.37,1.35,0.95,3
58,0.07,0.33,0.57,5.03,0.32,0.1,2.01,0.44,0.66,0.11,0.7,0.38,0.25,0.51,3.03,0.28,0.23,0.09,0.17,0.35,0.43,-7.03,1.84,5.82,-0.07,0.14,2.67,1.15,0.73,0.47,3.32,0.85,1.66,2.9,0.21,0.8,4.38,0.16,0.37,2.17,0.14,2.14,2.74,379683.0,0.11,0.28,4.8,2.09,3.1,1.42,1.58,0.62,0.58,0.12,0.27,0.36,0.63,0.83,1.02,0.17,1.28,0.0,0.0,0.0,0.0,756.08,5046.49,3117.67,5426.56,501.83,1615.7,0.52,0.49,1.02,1.02,0.02,24.47,1.0,1.0,0.61,3.21,1.34,3
60,0.03,0.46,0.07,1.29,0.47,0.13,1.18,0.76,0.54,0.1,0.55,0.22,0.13,0.37,2.18,0.2,0.17,0.09,0.04,0.07,0.15,2.72,0.1,5.59,0.53,0.17,2.85,1.49,0.31,0.78,0.86,0.76,0.41,0.28,0.12,0.27,0.79,0.13,0.17,0.68,0.24,0.78,1.1,27687.0,0.06,0.4,6.25,6.21,3.17,1.1,-0.08,0.41,0.47,0.08,0.1,0.17,0.36,0.33,3.65,0.25,0.84,0.0,0.01,0.01,0.0,1241.59,5122.6,5191.42,7226.57,673.76,972.44,0.97,0.93,1.16,1.24,1.04,4.09,1.73,1.23,1.38,-0.39,-0.72,3
67,0.11,0.62,0.02,1.09,0.1,0.18,0.62,1.27,0.38,0.16,0.75,0.18,0.14,0.37,1.62,0.25,0.14,0.16,0.09,0.28,0.26,7.11,0.03,5.32,0.46,0.41,4.57,1.81,0.33,1.28,0.51,0.76,0.26,0.26,0.12,1.47,0.78,0.2,0.16,0.43,0.24,0.52,1.03,4568.0,0.3,0.98,16.53,10.01,5.18,1.73,-0.05,2.98,1.19,0.04,0.03,0.06,0.1,0.15,1.77,0.14,0.24,0.0,0.03,0.02,0.0,629.43,1313.4,1181.32,1519.49,239.75,326.88,1.15,1.07,1.06,1.04,1.33,4.05,0.95,0.95,1.47,3.26,-4.38,3
70,0.06,0.6,0.15,1.4,0.1,0.08,0.7,1.01,0.42,0.08,0.2,0.1,0.08,0.16,1.67,0.12,0.08,0.07,0.06,0.32,0.14,-12.37,0.33,5.38,0.48,0.18,2.49,1.58,1.01,1.02,1.83,0.64,1.0,0.31,0.07,0.46,1.05,0.1,0.09,0.89,0.38,0.9,1.37,37142.0,0.15,0.52,7.51,3.59,2.66,2.18,0.02,3.01,1.04,0.02,0.02,0.03,0.09,0.05,-2.5,0.04,0.28,0.0,0.01,0.0,0.01,1128.76,6200.47,4954.48,6381.16,472.02,1016.42,1.22,1.19,0.92,0.83,3.26,8.99,0.9,1.08,0.71,-0.73,6.39,3
71,0.06,0.33,0.27,1.85,0.04,0.11,2.17,1.03,0.72,0.09,0.35,0.13,0.09,0.4,2.99,0.25,0.11,0.08,0.06,0.68,0.25,4.88,0.66,5.37,0.27,0.12,2.97,2.83,0.14,1.03,10.35,0.74,0.14,0.38,0.08,0.14,0.51,0.11,0.1,1.77,0.32,1.77,1.81,63864.0,0.08,0.02,2.41,24.38,3.24,2.52,-0.17,-0.87,-0.33,-0.07,-0.07,-0.21,-4.47,-0.22,1.04,-0.12,-0.83,0.0,0.0,0.0,0.02,1574.75,10348.95,10544.98,13411.22,1139.3,2782.25,1.39,1.32,1.01,1.05,1.0,3.99,1.03,0.91,0.97,0.91,-0.98,3
75,-0.03,0.44,0.16,1.69,0.52,-0.03,1.27,0.56,0.56,-0.01,-0.14,0.07,-0.01,0.09,2.27,-0.02,-0.06,-0.01,-0.06,0.04,0.09,0.31,0.26,5.59,0.72,-0.01,2.53,1.32,0.84,0.57,0.2,0.77,1.49,0.15,-0.01,-0.09,0.19,0.07,0.12,0.88,0.23,0.92,1.26,61876.0,-0.06,0.38,1.63,61.75,2.45,0.93,-0.35,-0.23,0.54,0.14,0.24,0.31,0.65,0.59,8.73,0.35,-17.26,0.0,0.0,0.0,0.0,810.79,-14257.19,6963.76,-57485.52,453.28,742.74,0.79,0.88,1.02,1.02,1.29,4.56,0.75,1.56,1.02,0.03,-1.1,3
76,0.03,0.61,0.11,1.21,0.2,0.03,0.64,1.53,0.39,0.04,0.06,0.03,0.03,0.08,1.64,0.06,0.02,0.04,0.02,0.19,0.07,-6.81,0.33,5.16,0.4,0.1,2.78,2.46,0.0,1.54,4.89,0.46,0.0,0.01,0.02,0.09,0.63,0.05,0.03,1.07,0.54,1.12,1.33,16217.01,0.07,0.18,4.94,4.54,2.84,4.42,-0.13,21.14,12.08,0.0,0.0,0.0,0.02,0.0,-0.21,0.0,0.03,0.0,0.01,0.0,0.04,420.85,4801.64,3085.65,4354.12,163.99,472.72,1.1,1.09,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3
104,0.26,0.6,-0.06,0.86,0.14,0.33,0.67,2.04,0.4,0.34,0.76,0.19,0.2,0.64,1.67,0.57,0.16,0.34,0.13,0.26,0.53,-26.47,-0.09,4.75,0.28,0.85,3.98,2.88,0.0,2.07,1.55,0.57,0.0,0.07,0.17,2.18,0.59,0.39,0.19,0.63,0.43,0.64,0.91,-3291.03,0.65,0.41,17.11,9.15,4.71,3.27,-0.11,13.58,2.82,0.02,0.01,0.03,0.12,0.04,0.75,0.05,0.06,0.0,0.01,0.01,0.11,2847.9,3490.71,2897.59,3359.03,1144.36,1830.63,1.48,1.27,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3
106,0.08,0.4,0.22,1.82,0.09,0.1,1.51,1.33,0.6,0.11,0.38,0.09,0.08,0.3,2.51,0.24,0.08,0.1,0.06,0.51,0.25,-30.07,0.43,4.92,0.22,0.16,4.63,3.1,1.33,1.33,1.65,0.73,1.0,0.41,0.07,0.31,0.82,0.11,0.08,1.22,0.27,1.17,1.43,18194.0,0.14,0.22,4.94,12.13,4.98,2.58,-0.04,3.15,0.58,0.03,0.02,0.07,0.2,0.1,0.99,0.05,0.27,0.0,0.02,0.01,0.0,985.13,5775.28,5280.59,6125.82,592.53,1153.41,0.96,0.97,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3
113,0.08,0.51,0.16,1.55,0.13,0.09,0.97,1.2,0.5,0.11,0.33,0.11,0.1,0.27,1.94,0.21,0.08,0.11,0.06,0.37,0.23,-5.69,0.28,4.93,0.4,0.21,3.84,2.15,2.07,1.21,1.4,0.73,1.73,0.14,0.09,0.6,1.11,0.15,0.13,0.86,0.29,0.9,1.31,13436.0,0.15,0.45,9.57,4.31,4.17,2.15,0.03,1.23,0.71,0.06,0.05,0.12,0.27,0.21,-12.15,0.14,0.57,0.0,0.01,0.0,0.0,552.51,2938.43,1845.2,2592.54,276.61,497.57,1.02,1.0,1.0,1.04,0.82,4.16,0.97,1.43,0.97,1.11,-0.95,3
118,0.22,0.24,0.31,2.35,0.3,0.27,3.16,1.44,0.76,0.27,1.2,0.22,0.23,1.3,4.16,1.12,0.19,0.27,0.15,0.46,1.09,-106.22,0.65,4.82,0.14,0.35,5.27,4.97,1.44,1.46,22.32,0.77,1.0,0.16,0.19,0.98,1.36,0.31,0.22,2.21,0.23,1.62,1.65,20193.0,0.29,0.02,6.44,5.28,6.36,3.08,0.07,7.15,1.39,0.03,0.02,0.13,2.22,0.14,-18.89,0.06,0.11,0.0,0.01,0.01,0.04,1811.04,5085.28,4409.74,5108.96,1375.99,2940.35,1.19,1.09,0.98,0.83,1.82,6.42,1.0,1.04,1.04,0.3,-1.08,3
119,0.09,0.26,0.2,2.27,0.45,0.11,3.5,0.74,0.91,0.11,0.67,0.19,0.16,0.55,3.86,0.4,0.15,0.1,0.12,0.46,0.46,-35.18,0.32,5.11,0.29,0.11,3.97,2.46,1.25,0.74,2.01,1.01,1.69,0.31,0.14,0.52,1.24,0.14,0.19,1.41,0.16,1.43,1.58,26467.0,0.09,0.11,4.43,4.96,4.59,1.16,0.06,2.98,1.18,0.03,0.04,0.11,0.29,0.18,-0.34,0.08,0.28,0.0,0.0,0.0,0.03,1222.2,10282.71,8016.53,10645.13,1107.84,1744.77,1.14,1.07,1.09,1.41,3.66,27.48,1.1,1.34,0.95,-0.27,13.15,3
120,0.08,0.39,0.01,1.05,-0.04,0.1,1.57,1.01,0.61,0.09,0.38,0.13,0.09,0.34,2.57,0.23,0.1,0.09,0.08,0.65,0.28,11.99,0.02,4.97,0.33,0.15,3.47,2.4,1.01,1.02,1.58,0.73,1.0,0.19,0.09,0.86,0.71,0.06,0.06,0.73,0.27,0.85,1.02,1226.0,0.13,0.2,10.94,7.38,3.77,1.41,-0.09,-9.92,-3.78,-0.01,-0.01,-0.02,-0.07,-0.03,-0.22,-0.03,-0.09,0.0,0.01,0.0,0.0,385.8,2318.21,4039.6,2658.45,235.81,328.5,1.16,1.09,1.05,0.91,2.7,25.04,0.84,1.17,0.93,0.62,-30.5,3
137,-0.07,0.77,0.1,1.22,-0.1,-0.06,0.32,0.92,0.25,-0.04,-0.13,0.06,-0.05,0.07,1.3,-0.06,-0.06,-0.04,-0.07,0.35,0.06,3.08,0.23,4.83,0.81,-0.18,2.19,1.29,0.92,0.95,0.41,0.57,1.0,0.06,-0.05,-0.15,0.29,0.07,0.07,0.72,0.45,0.56,1.27,6908.0,-0.26,1.27,2.17,8.96,2.03,2.06,-0.36,-0.58,0.98,0.11,0.12,0.15,0.35,0.25,679.99,0.2,-2.53,0.0,0.0,0.0,0.0,970.03,-4163.79,3658.08,-5433.04,241.65,541.83,0.82,0.89,1.02,1.19,0.21,-0.38,1.18,1.17,1.1,-3.06,63.52,3
138,0.0,0.58,-0.21,0.55,0.01,0.04,0.73,0.73,0.42,0.02,0.07,0.13,0.02,0.16,1.73,0.03,0.05,0.02,-0.01,0.42,0.09,0.8,-0.29,4.95,0.77,0.04,1.52,1.24,0.13,0.73,1.08,0.53,0.17,0.07,0.02,-0.03,0.24,0.07,0.1,0.45,0.47,0.57,0.71,-18721.0,-0.01,0.25,5.03,8.92,1.54,0.98,-0.56,-0.05,0.62,0.09,0.12,0.15,0.84,0.19,6.55,0.35,5.74,0.0,0.0,0.0,0.0,894.76,10745.31,5313.24,24320.48,378.62,510.92,1.23,1.26,1.0,1.02,1.8,2.6,1.03,1.0,0.78,3.75,1.94,3
149,0.02,0.35,0.39,2.21,0.02,0.03,1.85,1.53,0.65,0.05,0.11,0.04,0.03,0.17,2.85,0.12,0.02,0.04,0.01,0.63,0.13,-2.57,1.31,4.56,0.16,0.06,4.71,4.28,1.53,1.55,16.1,0.68,1.0,0.58,0.03,0.11,1.6,0.07,0.04,2.01,0.32,2.2,2.31,14052.0,0.03,0.05,7.89,4.66,4.77,5.18,0.13,0.34,0.41,0.06,0.04,0.18,2.0,0.2,1.09,0.09,1.53,0.0,0.0,0.0,0.0,1368.26,26440.97,13187.91,21437.99,887.5,3012.45,0.99,0.71,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3
150,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.02,0.91,-2.09,-11.73,0.69,1.15,1.26,5.46,-0.46,3
157,0.07,0.56,0.05,1.16,0.27,0.09,0.79,0.92,0.44,0.11,0.27,0.16,0.13,0.26,1.77,0.19,0.09,0.11,0.07,0.17,0.23,-4.95,0.08,4.76,0.58,0.24,2.56,1.46,1.59,0.93,0.89,0.69,1.73,0.1,0.12,0.43,0.67,0.17,0.18,0.66,0.32,0.71,1.09,2976.0,0.15,0.54,5.76,5.03,2.86,1.47,-0.14,1.43,1.25,0.05,0.05,0.09,0.2,0.15,-4.56,0.13,0.45,0.0,0.0,0.0,0.04,855.82,4435.4,2272.04,3549.28,380.03,606.51,0.95,0.9,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3
160,0.22,0.27,0.11,1.6,0.44,0.27,2.77,1.1,0.73,0.27,1.42,0.27,0.33,1.13,3.77,1.03,0.24,0.27,0.2,0.29,0.95,-96.59,0.16,4.67,0.23,0.37,4.39,3.14,1.81,1.1,1.94,0.81,1.64,0.08,0.25,1.44,0.78,0.3,0.27,1.14,0.19,1.05,1.16,5305.0,0.3,0.1,7.1,8.32,5.82,1.58,-0.05,5.5,0.73,0.04,0.04,0.15,0.53,0.21,4.29,0.13,0.15,0.0,0.02,0.15,0.12,2563.53,6985.74,6238.49,6914.97,1883.69,2701.69,1.78,1.56,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3
168,0.04,0.53,-0.03,0.9,0.04,0.05,0.89,1.0,0.47,0.06,0.18,0.09,0.06,0.17,1.89,0.11,0.05,0.06,0.04,0.43,0.15,-7.02,-0.04,4.68,0.53,0.13,3.26,1.81,1.75,1.02,0.55,0.71,1.76,0.01,0.06,0.3,0.44,0.1,0.1,0.5,0.29,0.64,0.96,-1441.0,0.09,0.5,7.48,7.97,3.41,1.36,-0.18,1.79,1.82,0.02,0.02,0.04,0.1,0.08,-13.32,0.09,0.38,0.0,0.01,0.0,0.0,628.37,5779.02,2948.08,4964.66,296.55,402.37,1.11,1.1,1.04,1.15,-2.65,-4.37,1.19,1.02,1.05,-0.8,-0.16,3
190,0.09,0.3,0.5,4.35,0.11,0.09,2.39,0.63,0.72,0.09,0.59,0.24,0.16,0.49,3.31,0.28,0.14,0.09,0.14,0.61,0.49,27.8,1.45,4.77,-0.2,0.12,3.61,1.79,0.63,0.63,4.23,0.87,1.0,3.25,0.14,8.62,4.28,0.03,0.04,2.16,0.15,2.08,2.52,29300.0,0.12,0.21,61.4,4.03,4.17,1.8,1.03,2.11,1.43,0.04,0.07,0.14,0.27,0.28,0.12,0.06,0.48,0.0,0.0,0.0,0.0,5832.58,47179.32,158827.16,48907.61,4212.46,12155.1,4.39,4.55,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3
198,0.04,0.28,0.7,4.08,0.03,0.05,2.67,1.38,0.74,0.06,0.22,0.05,0.04,0.23,3.63,0.19,0.04,0.05,0.03,0.71,0.18,-5.95,9.99,4.38,0.13,0.07,5.85,4.84,1.38,1.39,6.85,0.78,1.0,0.47,0.04,0.06,1.44,0.07,0.05,3.37,0.23,10.47,11.15,16998.0,0.05,0.07,2.29,6.23,6.04,19.59,0.08,-0.31,-0.11,-0.12,-0.09,-0.43,-2.45,-0.52,4.08,-0.13,-2.26,0.0,0.01,0.0,0.16,510.81,7433.7,5758.86,7235.04,375.65,5346.06,1.07,1.71,1.17,1.27,0.92,0.94,2.34,1.14,1.16,2.23,0.69,3
199,0.06,0.46,0.07,1.27,0.06,0.09,1.16,0.87,0.54,0.09,0.35,0.16,0.1,0.3,2.16,0.18,0.11,0.08,0.07,0.48,0.23,11.79,0.11,4.56,0.44,0.16,2.94,1.71,0.73,0.88,1.56,0.73,0.84,0.3,0.1,1.44,1.12,0.13,0.15,0.74,0.27,0.82,1.11,2714.0,0.11,0.36,20.48,3.98,3.23,1.33,0.04,0.95,0.7,0.06,0.07,0.14,0.33,0.24,4.01,0.19,0.77,0.0,0.0,0.0,0.02,2503.4,14349.3,10393.47,16041.39,1343.43,2047.56,0.9,0.88,1.02,1.03,1.37,4.22,0.97,1.06,0.73,0.56,3.03,3
202,-0.04,0.47,0.25,1.71,-0.09,-0.03,1.12,0.56,0.53,-0.02,-0.09,0.03,-0.05,0.03,2.12,-0.07,-0.05,-0.03,-0.06,0.61,0.02,4.25,0.6,4.73,0.46,-0.06,1.8,1.32,0.56,0.59,2.44,0.65,1.0,0.71,-0.05,-0.12,0.89,0.01,0.02,1.25,0.35,1.29,1.6,13253.0,-0.07,0.24,1.98,9.0,1.63,1.38,-0.07,-0.19,0.24,0.19,0.34,0.4,1.51,0.55,1.15,0.32,-6.16,0.0,0.0,0.0,0.05,911.42,-15892.14,34407.34,-15549.99,481.01,1178.75,0.48,0.58,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3
203,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.11,1.19,1.35,4.92,0.77,0.95,0.98,2.67,13.86,3
206,0.11,0.22,0.42,4.33,0.52,0.12,3.56,0.97,0.78,0.13,0.96,0.18,0.14,0.81,4.56,0.56,0.12,0.12,0.12,0.26,0.77,-26.52,0.93,4.49,0.0,0.16,6.8,3.91,0.0,0.98,3.84,0.87,0.0,1.76,0.13,0.59,2.84,0.18,0.19,2.49,0.13,1.72,1.92,12920.39,0.14,0.12,5.15,7.13,7.68,2.13,0.29,0.88,0.44,0.13,0.13,0.58,1.37,1.01,0.87,0.23,1.03,0.0,0.0,0.0,0.04,1517.16,9803.82,6570.07,9572.3,1183.14,2606.47,1.05,1.0,0.96,0.96,0.21,0.98,1.24,0.92,0.88,1.43,-0.88,3
241,-0.13,0.32,0.41,2.53,-1.26,-0.13,2.08,0.67,0.68,-0.06,-0.49,-0.13,-0.11,-0.27,3.08,-0.23,-0.2,-0.08,-0.2,1.93,-0.27,1.09,1.29,4.4,0.33,-0.11,2.87,2.39,1.07,0.7,9.52,0.73,1.59,1.42,-0.11,-0.81,1.93,-0.03,-0.05,2.1,0.27,2.12,2.29,10273.0,-0.2,0.08,4.15,4.89,2.49,2.11,0.32,-1.01,0.34,0.13,0.19,0.4,2.39,0.48,5.99,0.19,-1.74,0.0,0.0,0.0,0.0,1549.49,-7935.34,-34033.31,-13930.29,1046.59,3289.67,0.94,0.66,0.91,0.72,-0.03,0.04,0.88,0.48,0.57,-27.47,-0.78,3
244,0.14,0.51,0.15,1.42,0.14,0.17,0.98,1.14,0.49,0.18,0.46,0.18,0.18,0.4,1.98,0.34,0.15,0.17,0.12,0.36,0.35,-14.25,0.31,4.15,0.37,0.35,2.76,1.97,1.14,1.17,1.79,0.64,1.0,0.34,0.15,0.56,0.72,0.21,0.18,1.01,0.36,1.01,1.31,2168.0,0.28,0.29,4.5,8.3,3.16,2.33,-0.1,-2.04,-0.5,-0.07,-0.06,-0.14,-0.47,-0.19,-1.0,-0.13,-0.4,0.0,0.0,0.0,0.0,4481.53,13330.34,10638.78,12726.38,2216.58,4548.06,2.02,1.7,1.11,1.29,2.48,5.98,1.25,1.41,0.0,-0.8,-0.3,3
